feedback,aspect,sentiment
vừa sức không quá nhiều,1,Positive
chấm chuẩn,2,Positive
cô đi đúng giờ khi đi trễ chỉ trễ vài phút,2,Negative
nâng cấp nhà vệ sinh,4,Negative
bám sát nội dung chuyên nghiệp,1,Positive
đầy đủ để thực hành,1,Neutral
đầy đủ đúng hạn,2,Neutral
máy yếu,3,Negative
kinh nghiệm khá,2,Neutral
thầy chủ động tương tác với học viên trong giờ học thầy nhiệt tình và có trách nhiệm với học viên thầy chưa tiếp thu ý kiến phản hồi của sinh viên thầy có thái độ khó chịu khi sinh viên hỏi bài,2,Positive
chấm điểm đúng theo năng lực,2,Positive
thầy vào ra lớp không đúng giờ thầy cô thực hiện giảng dạy theo đúng thời khóa biểu thầy hay bỏ lớp để làm việc riêng,2,Negative
máy tính bàn máy chiếu máy lạnh đèn quạt,3,Neutral
cô cung cấp đầy đủ đề cương chi tiết mục tiêu học tập chung của môn học,1,Positive
lượng bài tập vừa phải đầy đủ cho sinh viên,1,Positive
thay đổi máy tính mạng,3,Negative
thầy cô cung cấp đầy đủ chi tiết môn học giáo trình bài giảng tài liệu tham khảo,1,Positive
thầy cô giảng dạy không ôm sát bài học dạy không chuyên nghiệp không cập nhật kiến thức mới không chuyên nghiệp trong giảng dạy,1,Negative
kinh nghiệm giảng dạy của thầy quá ít,2,Negative
phương pháp giản dạy không sinh động thầy dạy nhanh không hiểu bài vô lớp để học sinh tự học,2,Negative
thầy không chủ động tương tác với sinh viên trong giờ học,2,Negative
bài tập cho vừa đủ áp dụng trong quá trình tự học,1,Positive
7 điểm,2,Positive
thầy cô vào lớp đúng giờ giảng dạy theo thời kháo biểu,2,Positive
mong giáo viên giảng dạy có tâm sinh viên có thể tự học nhưng cần giáo viên giảng dạy thêm,4,Negative
ít giảng dạy về dự án công nghệ thông tin lấy ví dụ từ dự án xây dựng cầu đường,2,Negative
hành vi tốt thái độ tốt,2,Positive
ra vào lớp đúng giờ thực hiện giảng dạy theo đúng thời khoá biểu,2,Positive
máy tính của nhà trường quá yếu,3,Negative
mong muốn có máy tính tốt hơn,4,Positive
cô bám bám sát nội dung môn học trong từng phần chương bài đầy đủ,1,Positive
cô giảng dễ hiểu cho sinh viên,2,Positive
cô giảng bài dễ hiểu,2,Positive
thái độ của cô rất nhiệt tình và thân thiện với sinh viên,2,Positive
cô luôn có mặt đúng thời gian trong khóa biểu,2,Positive
quạt ở clc 3 bị hư thiếu ghế ngồi,3,Negative
cung cấp rất đầy đủ đề cương chi tiết của môn học,1,Positive
rất nhiệt huyết,2,Positive
máy hay đơ lag,3,Negative
khó hiểu khô khan,2,Negative
thầy bỏ lớp đi giữa giờ học,2,Negative
máy tính nhà trường quá yếu không đáp ứng như cầu học tập,3,Negative
tài liệu giáo án cung cấp nhiều thông tin hay,1,Positive
thầy cập nhập nhiều thông tin hay,1,Positive
tạo nhiều hứng thú trong việc giảng dạy,2,Positive
thầy nhiệt tính với sinh viên,2,Positive
đủ xài,3,Neutral
thầy cung cấp đủ các tài liệu học tập,1,Positive
thầy giảng phù hợp với khả năng của sinh viên thầy cung cấp tài liệu nâng cao để cho các sinh viên tìm hiểu thêm tuỳ vào năng lực,1,Positive
em thấy khá là tốt đối với em,2,Positive
thầy dạy phù hợp với em không quá nhanh mà đi từng bước 1,2,Positive
thầy rất chịu lắng nghe các ý kiến của sinh viên,2,Positive
số lượng bài tập thầy giao cho thời gian dài giúp cho em có thể tìm hiểu cũng như có đủ thời gian để làm,1,Positive
thầy chấm điểm phù hợp với năng lực,2,Positive
thầy vào đúng giờ cho giải lao cũng như ra về đúng giờ,2,Positive
thiết bị dạy học hơi cũ quạt chỗ em ngồi bị hỏng nên khá nóng ngoài ra thì mọi thứ khác khá ổn với em,3,Negative
hy vọng trong tương lai gần thì nhà trường sẽ cố gắng nâng cao cơ sở vật chất để giúp cho sinh viên có điều kiện tốt nhất em cảm ơn,4,Negative
thầy cung cấp đầy đủ đề cương chi tiết mục tiêu học tập chung của môn học cách thức kiểm tra đánh giá,1,Positive
dầy đang kinh nghiệm,2,Positive
thầy chủ động tương tác với học viên trong giờ học thầy chưa tiếp thu ý kiến phản hồi của sinh viên,2,Positive
số lượng vừa phải,1,Positive
chấm điểm đúng với thực lực của sinh viên,2,Positive
dễ hiểu hấp dẫn sinh động tạo hứng thú học tập cô dạy chậm dễ hiểu đúng tiến độ của,2,Positive
cô chủ động tương tác với học viên trong giờ học thầy cô nhiệt tình và có trách nhiệm với học viên cô thân thiện với học viên khi học viên hỏi,2,Positive
theo năng lực,2,Neutral
máy tính mấy chiếu máy lạnh,3,Neutral
hay chửi sinh viên trong các tiếc học,2,Negative
hay bỏ lớp đi ra ngoài giữa giờ và cuối giờ,2,Negative
máy tính hơi củ wifi không đáp được tìm kiếm tài liệu học tập,3,Negative
nội dung đầy đủ,1,Positive
máy tính yếu mạng của nhà trường yếu,3,Negative
mạng mạnh hơn máy tính đáp ứng được cho việc học,4,Negative
thay máy tính thay mạng,3,Negative
đầy đủ đề cương chi tiết,1,Positive
thay máy mới,4,Negative
phong phú,1,Positive
tốt phong phú,2,Positive
thầy cô cũng cấp đầy đủ chi tiết môn học giáo trình bài giảng tài liệu tham khảo,1,Positive
thầy có bám sát vào nội dung môn học nhưng giảng dạy chưa chuyên nghiệp,1,Negative
thầy có cập nhật bài giảng mới nhưng thầy không giải thích rõ cho sinh viên về bài học,2,Negative
thầy dạy không sinh động không có tương tác nhiều với sinh viên,2,Negative
thầy có tương tác với sinh viên trước giờ học khi dạy không nhiệt tình với sinh viên,2,Negative
bài tập ôm sát bài học,1,Positive
thầy cô vào lớp đúng giờ giảng dạy,2,Positive
mong thầy cô dạy có tâm dạy công nghệ nên cập nhật những bài học mới,4,Negative
bám sát nhưng khó hiểu,1,Negative
đưa ra những nội dung hơi khó hiểu,2,Negative
nhanh không hiểu,2,Negative
rất khó chịu không thân thiện,2,Negative
máy tính hơi đơ lag,3,Negative
cô cung cấp đầy đủ đề cương,1,Positive
cô bám sát nội dung môn học chương bài,1,Positive
luôn có mặt trong lớp,2,Positive
luôn đầy đủ thời khóa biểu,2,Positive
quạt hư thiếu ghế,3,Negative
bán sát nội dung môn học,1,Positive
có liên quan nội dung thực tiễn,2,Positive
thục hiện theo thời khoá biểu,2,Positive
máy tính nhà trường hơi yếu,3,Negative
mạng mạnh hơn máy tính đủ mạnh để phục vụ cho quá trình học,4,Negative
thực hiện giảng dạy theo đúng thời khoá biểu,2,Positive
máy tính cũ loát các phần mền quá chậm wifi chậm,3,Negative
thầy có gửi tài liệu môn học,1,Positive
thầy giảng bài rối giao bài tập không biết làm sao đúng,1,Negative
giảng bài rối khó nắm nội dung bài,2,Negative
nộp bài muộn chửi nộp sớm cũng chửi,2,Negative
trung tính,2,Neutral
không rõ phải làm gì,1,Negative
đúng quy định nhà trường,2,Positive
máy tính chạy chậm các trang web dùng để học bị chặn hết,3,Negative
cung cấp đầy đủ tài liệu dạy học,1,Positive
giảng đúng theo nội dung môn học,1,Positive
giảng hiểu chậm và rõ,2,Positive
không hiểu chỗ nào hỏi cô chỉ,2,Positive
kiên nhẫn,2,Positive
đi đúng giờ,2,Positive
máy tính chạy chậm,3,Negative
cung cấp đầy đủ tài liệu môn học,1,Positive
đúng theo tài liệu môn học,1,Positive
dạy chậm dễ hiểu,2,Positive
máy chậm mạng chậm,3,Negative
nâng cấp máy tính và mạng bỏ chặn các trang web,4,Positive
cing cấp đầy đủ tài liệu môn học,1,Positive
giảng sơ qua còn lại tự tìm hiểu,1,Negative
giảng chỉ tiếp thu được ít kiến thức,2,Negative
giảng sơ qua còn lại tự tìm hiểu,2,Negative
khó chịu,2,Negative
trễ vài phút,2,Negative
tăng tốc độ máy và mạng,4,Negative
nói sơ qua,2,Negative
bỏ chặn các trang web dùng để học tập,4,Negative
giảng hiểu cho thực hành nhiều,1,Positive
dễ hiểu đúng tiến độ thời khóa biểu,2,Positive
đi theo tiến độ của sinh viên,2,Positive
mấy buổi đầu bài dễ buổi sau bài càng khó,1,Negative
máy chậm mạng chậm và không truy cập được các website để tham khảo các kiến thức liên quan đến môn học,3,Negative
đừng bắt sinh viên điền form khảo sát nhiều,4,Negative
chỉ ôn lại kiến thức sql server ít,1,Negative
để sinh viên tự học học không được thì khó chịu,2,Negative
có thái độ khó chịu,2,Negative
đi trễ vài phút,2,Negative
đừng ép sinh viên điền nhiều form khảo sát,4,Negative
vừa giảng vừa làm,2,Positive
dễ theo tiến độ,2,Positive
nếu chưa kịp có thể nói thầy chỉ chậm,2,Positive
giảng dựa theo tài liệu,1,Positive
nói không hiểu thực hành trên máy nhiều chỉ thực hành bấm dây trong 1 buổi,2,Negative
tùy ngày có buổi trung tính có buổi khó chịu,2,Negative
cung cấp tài liệu giới thiệu phần mềm để thực hành,1,Positive
chỉ rồi cho thời gian sinh viên thực hành,1,Neutral
dễ hiểu hơi dài nên cần phải quay phim,2,Negative
dễ chịu khuyến khích tương tác,2,Positive
số lượng vừa không quá nhiều đúng với khả năng của sinh viên,1,Negative
phòng học nóng máy lạnh không hoạt động quạt chỉ đẩy hơi nóng,3,Negative
cung cấp đầy đủ tài liệu môn học thử demo để làm quen với phần mềm,1,Positive
dễ hiểu đi chậm để sinh viên yếu có thể theo kịp,2,Positive
cung cấp đầy đủ tài liệu môn học chạy thử demo để làm quen với phần mềm,1,Positive
dễ hiểu đi chậm cho sinh viên theo kịp,2,Positive
bám sát nội dung môn học chạy thử demo để làm quen với ứng dụng,1,Positive
dễ hiểu đi chậm để sinh viên theo kịp,2,Positive
thầy cung cấp đầy đủ,1,Positive
thầy bám sát nội dung môn học trong từng phần chương bài,1,Positive
thầy giảng bài hơi khó hiểu,2,Negative
hơi nghiêm cần đc thân thiện với sinh viên,2,Negative
thầy cô di dạy trễ,2,Negative
bám sát nội dung môn học nếu mắc lỗi thầy chỉ và khắc phục lỗi,1,Positive
dễ hiểu đúng tiến độ thời khóa biểu nhưng nói hơi nhanh,2,Negative
đúng khả năng sinh viên,1,Positive
dễ hiểu cho sinh viên tự tìm hiểu làm trước rồi sửa sau,2,Positive
thân thiện với sinh viên môi trường học tập dễ chịu và năng động,2,Positive
đúng với khả năng và để sinh viên tìm hiểu,1,Positive
cung cấp đầy đủ tài liệu môn học demo thử để làm quen,1,Positive
